text,actual,predicted
feels a bit like poop even after a relaxing shower oh wells seeing a friend tomorrow and hopefully relaxing for more than 10 minutes,0,1
eeee was so so gooood lt 3 i really want to go fridayyyy but got nobody to go with as of yet fingers crossed i find someone,0,1
finished my homework at caribou with joce joel s coming over at nine,1,0
arg hardcore studying today two hours down two more to go well later anyway,1,0
i had a ruffffff childhood,0,1
completely forgot how much i love jazz on sundays ahhhh,1,0
making my drinking chocolate getting ready for bed on me todd,0,1
i am sure my gran used that when all the family were around to make massive loads of tea,0,1
omg omg omg i forgot about you hahah happy faces,1,0
replying to some hub messages,1,0
your chickens go to school what are they learning eggonomics,1,0
with my bulk and old joints the downs can hurt as much as the ups,1,0
sounds great man i m bringing my oldest daughter tonight alyssa she ll be in 7th grade this fall a youth she s pumped,0,1
not happy that the qld boys didn t win,0,1
haha i am not on intervention i need a food one though,0,1
feeling people always have to go through some melancholy enjoy your project,1,0
where is the warm and sun,0,1
creepers downtown not fun,0,1
quot we ll run away from everything you hate we ll run away from everything you want and take my hand lets get famous quot,1,0
just had a coffee then a strong tea and yet sleepy now,0,1
awww that made my day,1,0
what on earth is sienna going to do w out goldie,0,1
back to pulling in a wage i m tired of being the only one out of 4 pulling in a wage it sucks to be responsible,1,0
not well,0,1
there are quot bandwidth exceeded quot signs on the blog you recommended therefore one can t sign up,0,1
has her hospital appointment through finally,1,0
just ate an apple,1,0
the hangover is frigging hilarioussss gone to beddd,1,0
i m twittin even when i m busy i can t help it especially since i can t twit in training i have some catchin up to do,0,1
i dont think she knows how to reply,1,0
it s very annoying when they keep looking at the tv while working on your head i am yet to come across a malayali barber here,1,0
no i have to teach sunday afternoon,0,1
it works via cell too i m using an iphone,1,0
my parents cried when they saw me aweee they say i look beautifullllllllll,1,0
or the thirty nine steps if we are being precise,0,1
side tracked gotta get my focus right,0,1
yeah go physics,1,0
thank you so much just giving an old buddy a hard time he said he missed seeing fireflies,1,0
hey man the package is in the mail i sent it as first class but post office says it might not get to you until tuesday,0,1
normally i avoid reality tv shows but somebody s got to give the blagophiles what they want,1,0
there s not a lot to do when the power is out,0,1
watchin lean on me such a good movie bored and probably gonna go chill with friends soon finals next week at least schools almost over,0,1
you touch my earth you touch my soul,0,1
tbm prefiro a 2 vers o de i wanna hold you,1,0
going 2 school only like 13 days left yay taylorlautner,0,1
love realizing my soda quot polar classics quot likely has benzene sodium benzoate citric acid benzene,0,1
lovin data entry on a monday morning at work that s a bank holiday for most,1,0
there s 2 messages for you over on lj now read both cos some got cut out the first message so i had to send it again lol xxx,1,0
u wanna know what,1,0
re broken toe yep can t do nuttin doctor s don t even do nuttin except tape big toe if broken to another toe,1,0
if i ever see someone singing quot blame it on the alcohol quot one more time i m gonna do something,0,1
i m actually tanned this is the first in a long time no doubt if i go in the sun for any longer i ll just burn,1,0
bb tardy is ok absent not so much how are you feelin this morning,1,0
damn i do believe i ate alot today now a nap soon shall be in order,1,0
who cares about a rejection on a saturday morning,1,0
me n michelle will b there were nt good enough company for u,0,1
woot gearing up for the all school picnic at prac today going to be hard saying goodbye to everyone soon,0,1
i fainted in the hospital i did not scared just think it was so funny cuz many ppl surrounding me busy amp nervous me so peaceful,1,0
nothing works out for khrys,0,1
my lean mean emmabean the early days,1,0
u should come back to the m lol,0,1
thats what you get for moving your video shoot all the way to nashville,0,1
tennis roland garros samantha stosur sorana carstea 6 3 second set amp final stosur won congratulations anyway sorana carstea,0,1
staff outing was fun busboys and poets is a no go though,0,1
thanks i hate when i get my astros mixed up,1,0
lucky i want to be in london,1,0
wants someone to write a song like can t have you about meeee,1,0
hey patrick im a huge fan of your casting skils and im in paris but only for one more day,0,1
id say if you want to do indie or learn game dev do c xna you want to do more main stream do c but really it s best to learn both,1,0
you re not the only one awake i d check out the blog if i could but my internet is down right now,0,1
laying in bed pretending im going to go back to bed,0,1
yes they surely do,0,1
i have a teen dream,1,0
q what does it mean if your christmas present is a vacuum cleaner amp u spend your b day alone a you are more an employee than a friend,0,1
we have that in our cupboard tis very sexxyy xx,1,0
end up with pasta so easy to do lol think i ll go rent a movie nothing good on tv tonight,0,1
thanks for your tweet but i am hopefully they are aware of the problem hopefully they will quot fix quot it sooner rather than later,0,1
listening to the fray s never say never aaaaa,0,1
ur crazy these dudes r a mess young and old,0,1
nothing i just remembered someone and that was for him a message to him that he will never read,0,1
i know what are you doing today,0,1
no nice dreams about tv presenters last night but i do recall a big ship amp a lightbulb that had neon pink fish inside it very strange,0,1
hmm i don t see any green ribbon on my photo,0,1
is supposed to be packing but twitter is already becoming addictive i am getting more american by the day flight 9 30 am tomorrow,1,0
watching thedoors i miss jim morrisons music,0,1
thanks all my loyal followers i dont feel so lonely in here now ill get the hang of this soon,1,0
anybody know they are starting very near to my house i think i need to get a licence,1,0
well like i said it aint bad,1,0
update more often,1,0
have to wake up early i need to sleep yay i m getting on your nerves aren t i shit hate me,1,0
wat about me,0,1
the little mermaid o thas the disney film i wanna watch daaaammmnn my sister lent it to her frieendd,0,1
home from school watching mcfly so loud table is vibrating lol besties made me laugh so hard 2day i cramped lol,0,1
more info plz,1,0
saw ac360 two things stop the bullying enough with the gay and racial slurs cut it out two good to cnn not being a bad loser,1,0
fullservice is what we want,1,0
i love that song wow radio internship for invisible children you must tell me all about it soon miss you,1,0
yes super busy,0,1
off to work,1,0
callin it a nite noone luvs me,0,1
working on my marketing project,0,1
note from history home made flame throwers are v effective against bugs and furniture both,0,1
